trial;start_time;rt;correct;fact_id;question;context_1;context_2;answer;chosen_context;encounter_2;reading_time;fogetting_rate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;1337426.0;1085.0;TRUE;9;kraag;De <b>kraag</b> van mijn overhemd is te strak.;Zij greep hem bij de <b>kraag</b> toen hij iets verkeerd deed.;collar;kraag;FALSE;739.1;0.20078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;1340791.0;1213.0;TRUE;8;scheren;Ik moet iedere morgen opnieuw de stoppels van mijn gezicht <b>scheren</b>.;Mijn vader heeft me geleerd hoe ik moet <b>scheren</b>.;shave;to shave<b>;scheren;FALSE;1285.1;0.20078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;1344399.0;1295.0;FALSE;11;blinken;Nieuwe munten <b>blinken</b> nog.;De sterren <b>blinken</b> in de nacht.;shine;to shine;blinken;FALSE;485.6;0.29999999999999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;1347816.0;2887.0;TRUE;10;onverschillig;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;indifferent;onverschillig;FALSE;1012.1;275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;1355913.0;990.0;TRUE;12;eenzaamheid;Tijdens de pandemie hadden veel studenten last van <b>eenzaamheid</b>.;<b>Eenzaamheid</b> is een groot probleem onder ouderen.;loneliness;solitude;eenzaamheid;FALSE;1207.1;0.20078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;1360037.0;8880.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;FALSE;934.1;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;1372515.0;4529.0;TRUE;17;beschrijven;Het is lastig om de smaak van een gerecht te <b>beschrijven</b>.;Kun je proberen je gevoelens te <b>beschrijven</b>?;describe;to describe;Het is lastig om de smaak van een gerecht te <b>beschrijven</b>.;FALSE;1090.1;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;1380721.0;3170.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;FALSE;934.1;0.266015625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;1387107.0;1128.0;TRUE;17;beschrijven;Het is lastig om de smaak van een gerecht te <b>beschrijven</b>.;Kun je proberen je gevoelens te <b>beschrijven</b>?;describe;to describe;Het is lastig om de smaak van een gerecht te <b>beschrijven</b>.;FALSE;1090.1;0.250390625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;1390976.0;1352.0;TRUE;14;moed;Er is veel <b>moed</b> voor nodig om het uit te maken.;Ik heb de <b>moed</b> niet om het te zeggen.;courage;Ik heb de <b>moed</b> niet om het te zeggen.;TRUE;895.1;0.34921875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;1394997.0;5327.0;TRUE;18;vreugde;Het optreden bracht haar intense <b>vreugde</b>.;De <b>vreugde</b> van kinderen is aanstekelijk.;joy;Het optreden bracht haar intense <b>vreugde</b>.;FALSE;778.1;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;1402533.0;3239.0;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;De fout op de poster zorgde voor veel <b>verwarring</b>.;FALSE;934.1;0.3003906249999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;1408757.0;1075.0;FALSE;18;vreugde;Het optreden bracht haar intense <b>vreugde</b>.;De <b>vreugde</b> van kinderen is aanstekelijk.;joy;Het optreden bracht haar intense <b>vreugde</b>.;FALSE;778.1;0.349609375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;1415129.0;3187.0;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;tevreden;FALSE;875.6;0.29999999999999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;1422257.0;1240.0;TRUE;11;blinken;Nieuwe munten <b>blinken</b> nog.;De sterren <b>blinken</b> in de nacht.;shine;to shine;Nieuwe munten <b>blinken</b> nog.;FALSE;485.6;0.250390625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;1425679.0;1456.0;TRUE;19;spontaan;Ik vind het leuk om <b>spontaan</b> af te spreken.;Jij bent heel <b>spontaan</b>,dat is leuk.;spontaneous;Ik vind het leuk om <b>spontaan</b> af te spreken.;FALSE;817.1;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;1430722.0;1065.0;TRUE;18;vreugde;Het optreden bracht haar intense <b>vreugde</b>.;De <b>vreugde</b> van kinderen is aanstekelijk.;joy;Het optreden bracht haar intense <b>vreugde</b>.;FALSE;778.1;0.34921875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;1433989.0;912.0;TRUE;19;spontaan;Ik vind het leuk om <b>spontaan</b> af te spreken.;Jij bent heel <b>spontaan</b>,dat is leuk.;spontaneous;Ik vind het leuk om <b>spontaan</b> af te spreken.;FALSE;817.1;0.250390625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;1440107.0;4439.0;TRUE;15;nieuwsgierig;Ik was vroeger een heel <b>nieuwsgierig</b> kind.;Ik ben <b>nieuwsgierig</b> naar de resultaten van het onderzoek.;curious;nieuwsgierig;FALSE;797.6;0.29999999999999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;1448091.0;10351.0;FALSE;20;begroeten;Wij <b>begroeten</b> elkaar altijd als we thuis komen.;Wat is de beste manier om een kennis te <b>begroeten</b>?;greet;to greet;Wij <b>begroeten</b> elkaar altijd als we thuis komen.;FALSE;895.1;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;1462115.0;2289.0;TRUE;21;overdrijven;Sommige mensen vinden het leuk om te <b>overdrijven</b>,ik vind het verwarrend.;Je moet niet <b>overdrijven</b>,het is niet zo erg.;exaggerate;to exaggerate;Sommige mensen vinden het leuk om te <b>overdrijven</b>,ik vind het verwarrend.;FALSE;1382.6;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;1467761.0;1899.0;TRUE;20;begroeten;Wij <b>begroeten</b> elkaar altijd als we thuis komen.;Wat is de beste manier om een kennis te <b>begroeten</b>?;greet;to greet;Wij <b>begroeten</b> elkaar altijd als we thuis komen.;FALSE;895.1;0.250390625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;1473468.0;1283.0;TRUE;21;overdrijven;Sommige mensen vinden het leuk om te <b>overdrijven</b>,ik vind het verwarrend.;Je moet niet <b>overdrijven</b>,het is niet zo erg.;exaggerate;to exaggerate;Sommige mensen vinden het leuk om te <b>overdrijven</b>,ik vind het verwarrend.;FALSE;1382.6;0.250390625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;1478190.0;inf;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;ongemakkelijk;FALSE;934.1;0.31562499999999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;1489310.0;1373.0;TRUE;18;vreugde;Het optreden bracht haar intense <b>vreugde</b>.;De <b>vreugde</b> van kinderen is aanstekelijk.;joy;Het optreden bracht haar intense <b>vreugde</b>.;FALSE;778.1;0.29960937500000007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;1492848.0;2373.0;TRUE;22;vergeven;Ik heb het haar <b>vergeven</b>,maar ik vergeet het niet.;Kun je het me <b>vergeven</b>?;forgive;to forgive;Ik heb het haar <b>vergeven</b>,maar ik vergeet het niet.;FALSE;953.6;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;1497917.0;1840.0;TRUE;10;onverschillig;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;indifferent;onverschillig;FALSE;1012.1;0.22539062500000004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;1503294.0;1146.0;TRUE;22;vergeven;Ik heb het haar <b>vergeven</b>,maar ik vergeet het niet.;Kun je het me <b>vergeven</b>?;forgive;to forgive;Ik heb het haar <b>vergeven</b>,maar ik vergeet het niet.;FALSE;953.6;0.250390625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;1507744.0;3432.0;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;Mijn baas was erg <b>tevreden</b> over het resultaat.;FALSE;875.6;0.3003906249999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;1514506.0;1058.0;TRUE;17;beschrijven;Het is lastig om de smaak van een gerecht te <b>beschrijven</b>.;Kun je proberen je gevoelens te <b>beschrijven</b>?;describe;to describe;beschrijven;FALSE;1090.1;0.20078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;1518611.0;1769.0;TRUE;15;nieuwsgierig;Ik was vroeger een heel <b>nieuwsgierig</b> kind.;Ik ben <b>nieuwsgierig</b> naar de resultaten van het onderzoek.;curious;Ik was vroeger een heel <b>nieuwsgierig</b> kind.;FALSE;797.6;0.250390625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;1523183.0;827.0;TRUE;19;spontaan;Ik vind het leuk om <b>spontaan</b> af te spreken.;Jij bent heel <b>spontaan</b>,dat is leuk.;spontaneous;spontaan;FALSE;817.1;0.20078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;1527337.0;1199.0;TRUE;14;moed;Er is veel <b>moed</b> voor nodig om het uit te maken.;Ik heb de <b>moed</b> niet om het te zeggen.;courage;Ik heb de <b>moed</b> niet om het te zeggen.;TRUE;895.1;0.29960937500000007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;1532227.0;4330.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;FALSE;934.1;0.328515625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;1539934.0;14317.0;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;De fout op de poster zorgde voor veel <b>verwarring</b>.;FALSE;934.1;0.3062499999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;1558137.0;1424.0;TRUE;21;overdrijven;Sommige mensen vinden het leuk om te <b>overdrijven</b>,ik vind het verwarrend.;Je moet niet <b>overdrijven</b>,het is niet zo erg.;exaggerate;to exaggerate;overdrijven;FALSE;1382.6;0.20078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;1562562.0;1190.0;TRUE;20;begroeten;Wij <b>begroeten</b> elkaar altijd als we thuis komen.;Wat is de beste manier om een kennis te <b>begroeten</b>?;greet;to greet;begroeten;FALSE;895.1;0.20078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;1566227.0;1333.0;TRUE;22;vergeven;Ik heb het haar <b>vergeven</b>,maar ik vergeet het niet.;Kun je het me <b>vergeven</b>?;forgive;to forgive;vergeven;FALSE;953.6;0.20078125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;1571514.0;2107.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;FALSE;934.1;0.3265625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;1576860.0;1612.0;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;Mijn baas was erg <b>tevreden</b> over het resultaat.;FALSE;875.6;0.25625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;1581902.0;1294.0;TRUE;18;vreugde;Het optreden bracht haar intense <b>vreugde</b>.;De <b>vreugde</b> van kinderen is aanstekelijk.;joy;Het optreden bracht haar intense <b>vreugde</b>.;FALSE;778.1;0.2500000000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;1586762.0;1165.0;TRUE;2;zelfstandig;Het is prettig als werknemers <b>zelfstandig</b> kunnen werken.;Ik vond het in het begin moeilijk om <b>zelfstandig</b> te wonen.;independent;independently;zelfstandig;FALSE;1070.6;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
